,source,paragraph_text,source-paragraph-text
1591,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"Machinery also revolutionises out and out the contract between  the labourer and the capitalist, which formally fixes their mutual relations.  Taking the exchange of commodities as our basis, our first assumption was  that capitalist and labourer met as free persons, as independent owners  of commodities; the one possessing money and means of production, the other  labour-power. But now the capitalist buys children and young persons under  age. Previously, the workman sold his own labour-power, which he disposed  of nominally as a free agent. Now he sells wife and child. He has become  a slave-dealer.  The demand for children’s labour often resembles in form the inquiries for negro slaves, such as were formerly to be read among the advertisements in American journals.","Machinery
and Modern Industry"
1592,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “My attention,” says an English factory inspector, “was drawn to an advertisement  in the local paper of one of the most important manufacturing towns of  my district, of which the following is a copy: Wanted, 12 to 20 young persons,  not younger than what can pass for 13 years. Wages, 4 shillings a week.  Apply &c.” ","Machinery
and Modern Industry"
1593,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"The phrase “what can pass for 13 years,” has reference to the fact, that by the Factory Act, children under  13 years may work only 6 hours. A surgeon officially appointed must certify  their age. The manufacturer, therefore, asks for children who look as if  they were already 13 years old. The decrease, often by leaps and bounds  in the number of children under 13 years employed in factories, a decrease  that is shown in an astonishing manner by the English statistics of the  last 20 years, was for the most part, according to the evidence of the  factory inspectors themselves, the work of the certifying surgeons, who  overstated the age of the children, agreeably to the capitalist’s greed  for exploitation, and the sordid trafficking needs of the parents. In the  notorious district of Bethnal Green, a public market is held every Monday  and Tuesday morning, where children of both sexes from 9 years of age upwards,  hire themselves out to the silk manufacturers. ""The usual terms are 1s. 8d. a week (this belongs to the parents) and ‘2d. for myself and tea.’ The contract is binding only for the week. The scene and language while  this market is going on are quite disgraceful.”  The revolution effected by machinery in the juridical relations between the buyer and the seller of labour-power, causing the transaction as a  whole to lose the appearance of a contract between free persons,  afforded the English Parliament an excuse, founded on juridical principles,  for the interference of the state with factories. Whenever the law limits  the labour of children to 6 hours in industries not before interfered with,  the complaints of the manufacturers are always renewed. They allege that  numbers of the parents withdraw their children from the industry brought  under the Act, in order to sell them where “freedom of labour” still rules,  i.e., where children under 13 years are compelled to work like grown-up  people, and therefore can be got rid of at a higher price. But since capital  is by nature a leveller, since it exacts in every sphere of production  equality in the conditions of the exploitation of labour, the limitation  by law of children’s labour, in one branch of industry, becomes the cause  of its limitation in others.  ","Machinery
and Modern Industry"
1594,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"We have already alluded to the physical deterioration as well  of the children and young-persons as of the women, whom machinery, first  directly in the factories that shoot up on its basis, and then indirectly  in all the remaining branches of industry, subjects to the exploitation  of capital. In this place, therefore, we dwell only on one point, the enormous  mortality, during the first few years of their life, of the children of  the operatives. In sixteen of the registration districts into which England  is divided, there are, for every 100,000 children alive under the age of  one year, only 9,000 deaths in a year on an average (in one district only  7,047); in 24 districts the deaths are over 10,000, but under 11,000; in  39 districts, over 11,000, but under 12,000; in 48 districts over 12,000,  but under 13,000; in 22 districts over 20,000; in 25 districts over 21,000;  in 17 over 22,000; in 11 over 23,000; in Hoo, Wolverhampton, Ashton-under-Lyne,  and Preston, over 24,000; in Nottingham, Stockport, and Bradford, over  25,000; in Wisbeach, 16,000; and in Manchester, 26,125.  The 70 medical men, whom Dr. Hunter examined in that district, were “wonderfully in accord” on this point.  In fact, the revolution in the mode of cultivation had led to the introduction  of the industrial system. ","Machinery
and Modern Industry"
1595,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"Married women, who work in gangs along with boys  and girls, are, for a stipulated sum of money, placed at the disposal of  the farmer, by a man called the “undertaker,” who contracts for the whole  gang. “These gangs will sometimes travel many miles from their own village;  they are to be met morning and evening on the roads, dressed in short petticoats, with suitable coats and boots, and sometimes trousers, looking wonderfully  strong and healthy, but tainted with a customary immorality and heedless  of the fatal results which their love of this busy and independent life  is bringing on their unfortunate offspring who are pining at home.” ","Machinery
and Modern Industry"
1596,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"Every phenomenon of the factory districts is here reproduced, including,   but to a greater extent, ill-disguised infanticide, and dosing children  with opiates. ","Machinery
and Modern Industry"
1597,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “My knowledge of such evils,” says Dr. Simon, the medical officer of the Privy Council and editor in chief  of the Reports on Public Health, “may excuse the profound misgiving with  which I regard any large industrial employment of adult women.” ","Machinery
and Modern Industry"
1598,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “Happy indeed,” exclaims Mr. Baker, the factory inspector, in his official report, “happy indeed will it be for the manufacturing districts of England,  when every married woman having a family is prohibited from  working in any textile works at all.”  ","Machinery
and Modern Industry"
1599,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"The moral degradation caused by the capitalistic exploitation  of women and children has been so exhaustively depicted by F. Engels in  his “Lage der Arbeitenden Klasse Englands,” and other writers, that I need  only mention the subject in this place. But the intellectual desolation  artificially produced by converting immature human beings into mere machines  for the fabrication of surplus-value, a state of mind clearly distinguishable  from that natural ignorance which keeps the mind fallow without destroying  its capacity for development, its natural fertility, this desolation finally  compelled even the English Parliament to make elementary education a compulsory  condition to the “productive” employment of children under 14 years, in  every industry subject to the Factory Acts. The spirit of capitalist production  stands out clearly in the ludicrous wording of the so-called education  clauses in the Factory Acts, in the absence of an administrative machinery,  an absence that again makes the compulsion illusory, in the opposition  of the manufacturers themselves to these education clauses, and in the  tricks and dodges they put in practice for evading them.","Machinery
and Modern Industry"
1600,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “For this the legislature is alone to blame, by having passed a delusive law, which,  while it would seem to provide that the children employed in factories  shall be educated, contains no enactment by which that professed  end can be secured. It provides nothing more than that the children shall  on certain days of the week, and for a certain number of hours (three)  in each day, be inclosed within the four walls of a place called a school,  and that the employer of the child shall receive weekly a certificate to  that effect signed by a person designated by the subscriber as a schoolmaster  or schoolmistress.” ","Machinery
and Modern Industry"
1601,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"Previous to the passing of the amended Factory Act, 1844, it happened, not unfrequently, that the  certificates of attendance at school were signed by the schoolmaster or  schoolmistress with a cross, as they themselves were unable to write.","Machinery
and Modern Industry"
1602,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “On one occasion, on visiting a place called a school, from which certificates  of school attendance, had issued, I was so struck with the ignorance of  the master, that I said to him: ‘Pray, sir, can you read?’ His reply was:   ‘Aye, summat!’ and as a justification of his right to grant certificates,  he added: ‘At any rate, I am before my scholars.’” ","Machinery
and Modern Industry"
1603,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"The inspectors, when the Bill of 1844 was in preparation, did not fail to represent the disgraceful  state of the places called schools, certificates from which they were obliged  to admit as a compliance with the laws, but they were successful only in  obtaining thus much, that since the passing of the Act of 1845, ","Machinery
and Modern Industry"
1604,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"the figures in the school certificate must be filled up in the handwriting  of the schoolmaster, who must also sign his Christian and surname in full.” ","Machinery
and Modern Industry"
1605,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"Sir John Kincaid, factory inspector for Scotland, relates experiences of the same kind.","Machinery
and Modern Industry"
1606,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “The first school we visited was  kept by a Mrs. Ann Killin. Upon asking her to spell her name, she straightway  made a mistake, by beginning with the letter C, but correcting herself  immediately, she said her name began with a K. On looking at her signature,  however, in the school certificate books, I noticed that she spelt it in  various ways, while her handwriting left no doubt as to her unfitness to  teach. She herself also acknowledged that she could not keep the register  ... In a second school I found the schoolroom 15 feet long, and 10 feet  wide, and counted in this space 75 children, who were gabbling something  unintelligible” ","Machinery
and Modern Industry"
1607,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,In Scotland the manufacturers try all they can to do without the children that are obliged to attend school.,"Machinery
and Modern Industry"
1608,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “It requires no further argument to  prove that the educational clauses of the Factory Act, being held in such  disfavour among mill-owners, tend in a great measure to exclude that class  of children alike from the employment and the benefit of education contemplated  by this Act.” ","Machinery
and Modern Industry"
1609,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"Horribly grotesque does this appear in print works, which are regulated by a special Act. By that Act,","Machinery
and Modern Industry"
1610,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “every child, before being employed in a print work must have attended school  for at least 30 days, and not less than 150 hours, during the six months  immediately preceding such first day of employment, and during the continuance  of its employment in the print works, it must attend for a like period  of 30 days, and 150 hours during every successive period of six months....  The attendance at school must be between 8 a.m. and 6 p.m. No  attendance of less than 2½ hours, nor more than 5 hours on any one day,  shall be reckoned as part of the 150 hours. Under ordinary circumstances  the children attend school morning and afternoon for 30 days, for at least  5 hours each day, and upon the expiration of the 30 days, the statutory  total of 150 hours having been attained, having, in their language, made  up their book, they return to the print work, where they continue until  the six months have expired, when another instalment of school attendance  becomes due, and they again seek the school until the book is again made  up.... Many boys having attended school for the required number of hours,  when they return to school after the expiration of their six months’ work  in the print work, are in the same condition as when they first attended  school as print-work boys, that they have lost all they gained by their  previous school attendance.... In other print works the children’s attendance  at school is made to depend altogether upon the exigencies of the work  in the establishment. The requisite number of hours is made up each six  months, by instalments consisting of from 3 to 5 hours at a time, spreading  over, perhaps, the whole six months.... For instance, the attendance on  one day might be from 8 to 11 a.m., on another day from I p.m. to 4 p.m.,  and the child might not appear at school again for several days, when it  would attend from 3 p.m. to 6 p.m.; then it might attend for 3 or 4 days  consecutively, or for a week, then it would not appear in school for 3  weeks or a month, after that upon some odd days at some odd hours when  the operative who employed it chose to spare it; and thus the child was,  as it were, buffeted from school to work, from work to school, until the  tale of 150 hours was told.”  ","Machinery
and Modern Industry"
1611,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"By the excessive addition of women and children to the ranks of  the workers, machinery at last breaks down the resistance which the male  operatives in the manufacturing period continued to oppose to the despotism  of capital.  ","Machinery
and Modern Industry"
1612,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"If machinery be the most powerful means for increasing the productiveness  of labour — i.e., for shortening the working-time required in the production  of a commodity, it becomes in the hands of capital the most powerful means,  in those industries first invaded by it, for lengthening the working-day  beyond all bounds set by human nature. It creates, on the one hand, new  conditions by which capital is enabled to give free scope to this its constant  tendency, and on the other hand, new motives with which to whet capital’s  appetite for the labour of others.     ","Machinery
and Modern Industry"
1613,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"In the first place, in the form of machinery, the implements of  labour become automatic, things moving and working independent of the workman.  They are thenceforth an industrial perpetuum mobile, that would  go on producing forever, did it not meet with certain natural obstructions  in the weak bodies and the strong wills of its human attendants. The automaton,  as capital, and because it is capital, is endowed, in the person of the  capitalist, with intelligence and will; it is therefore animated by the  longing to reduce to a minimum the resistance offered by that repellent  yet elastic natural barrier, man.  ","Machinery
and Modern Industry"
1614,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"The productiveness of machinery is, as we saw, inversely proportional  to the value transferred by it to the product. The longer the life of the  machine, the greater is the mass of the products over which the value transmitted  by the machine is spread, and the less is the portion of that value added  to each single commodity. The active lifetime of a machine is, however,  clearly dependent on the length of the working-day, or on the duration  of the daily labour-process multiplied by the number of days for which  the process is carried on.  ","Machinery
and Modern Industry"
1615,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"The wear and tear of a machine is not exactly proportional to  its working-time. And even if it were so, a machine working 16 hours daily  for 7½ years, covers as long a working period as, and transmits to the  total product no more value than, the same machine would if it worked only  8 hours daily for 15 years. But in the first case the value of the machine  would be reproduced twice as quickly as in the latter, and the capitalist  would, by this use of the machine, absorb in 7½ years as much surplus-value  as in the second case he would in 15.    ","Machinery
and Modern Industry"
1616,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"The material wear and tear of a machine is of two kinds. The one  arises from use, as coins wear away by circulating, the other from non-use,  as a sword rusts when left in its scabbard. The latter kind is due to the  elements. The former is more or less directly proportional, the latter  to a certain extent inversely proportional, to the use of the machine.     ","Machinery
and Modern Industry"
1617,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"But in addition to the material wear and tear, a machine also  undergoes, what we may call a moral depreciation. It loses exchange-value,  either by machines of the same sort being produced cheaper than it, or  by better machines entering into competition with it.   ","Machinery
and Modern Industry"
1618,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"Given the length of the working-day, all other circumstances remaining  the same, the exploitation of double the number of workmen demands, not  only a doubling of that part of constant capital which is invested in machinery  and buildings, but also of that part which is laid out in raw material  and auxiliary substances. The lengthening of the working-day, on the other  hand, allows of production on an extended scale without any alteration  in the amount of capital laid out on machinery and buildings.  ","Machinery
and Modern Industry"
1619,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"Machinery produces relative surplus-value; not only by directly  depreciating the value of labour-power, and by indirectly cheapening the  same through cheapening the commodities that enter into its reproduction,  but also, when it is first introduced sporadically into an industry, by  converting the labour employed by the owner of that machinery, into labour  of a higher degree and greater efficacy, by raising the social value of  the article produced above its individual value, and thus enabling the  capitalist to replace the value of a day’s labour-power by a smaller portion  of the value of a day’s product. During this transition period, when the  use of machinery is a sort of monopoly, the profits are therefore exceptional,  and the capitalist endeavours to exploit thoroughly “the sunny time of  this his first love,” by prolonging the working-day as much as possible.  The magnitude of the profit whets his appetite for more profit.  ","Machinery
and Modern Industry"
1620,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"As the use of machinery becomes more general in a particular industry,  the social value of the product sinks down to its individual value, and  the law that surplus-value does not arise from the labour-power that has  been replaced by the machinery, but from the labour-power actually employed  in working with the machinery, asserts itself. Surplus-value arises from  variable capital alone, and we saw that the amount of surplus-value depends  on two factors, viz., the rate of surplus-value and the number of the workmen  simultaneously employed. Given the length of the working-day, the rate  of surplus-value is determined by the relative duration of the necessary  labour and of the surplus-labour in a day. The number of the labourers  simultaneously employed depends, on its side, on the ratio of the variable  to the constant capital. Now, however much the use of machinery may increase  the surplus-labour at the expense of the necessary labour by heightening  the productiveness of labour, it is clear that it attains this result,  only by diminishing the number of workmen employed by a given amount of  capital. It converts what was formerly variable capital, invested in labour-power,  into machinery which, being constant capital, does not produce surplus-value.  It is impossible, for instance, to squeeze as much surplus-value out of  2 as out of 24 labourers. If each of these 24 men gives only one hour of  surplus-labour in 12, the 24 men give together 24 hours of surplus-labour,  while 24 hours is the total labour of the two men. Hence, the application  of machinery to the production of surplus-value implies a contradiction  which is immanent in it, since of the two factors of the surplus-value  created by a given amount of capital, one, the rate of surplus-value, cannot  be increased, except by diminishing the other, the number of workmen. This  contradiction comes to light, as soon as by the general employment of machinery  in a given industry, the value of the machine-produced commodity regulates  the value of all commodities of the same sort; and it is this contradiction,  that in its turn, drives the capitalist, without his being conscious of  the fact,  to excessive lengthening of the working-day, in order that he may compensate the decrease in the relative number of  labourers exploited, by an increase not only of the relative, but of the  absolute surplus-labour.    ","Machinery
and Modern Industry"
1621,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"If, then, the capitalistic employment of machinery, on the one  hand, supplies new and powerful motives to an excessive lengthening of  the working-day, and radically changes, as well the methods of labour,  as also the character of the social working organism, in such a manner  as to break down all opposition to this tendency, on the other hand it  produces, partly by opening out to the capitalist new strata of the working-class,  previously inaccessible to him, partly by setting free the labourers it  supplants, a surplus working population,  Oh! those heathens! They understood, as the learned Bastiat, and before him the still wiser  MacCulloch have discovered, nothing of Political Economy and Christianity.  They did not, for example, comprehend that machinery is the surest means  of lengthening the working-day. They perhaps excused the slavery of one  on the ground that it was a means to the full development of another. But  to preach slavery of the masses, in order that a few crude and half-educated  parvenus, might become “eminent spinners,” “extensive sausage-makers,”    and “influential shoe-black dealers,” to do this, they lacked the bump  of Christianity.  ","Machinery
and Modern Industry"
1622,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"The immoderate lengthening of the working-day, produced by machinery  in the hands of capital, leads to a reaction on the part of society, the  very sources of whose life are menaced; and, thence, to a normal working-day  whose length is fixed by law. Thenceforth a phenomenon that we have already  met with, namely, the intensification of labour, develops into great importance.  Our analysis of absolute surplus-value had reference primarily to the extension  or duration of the labour, its intensity being assumed as given. We now  proceed to consider the substitution of a more intensified labour for labour  of more extensive duration, and the degree of the former.  ","Machinery
and Modern Industry"
1623,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"It is self-evident, that in proportion as the use of machinery  spreads, and the experience of a special class of workmen habituated to  machinery accumulates, the rapidity and intensity of labour increase as  a natural consequence. Thus in England, during half a century, lengthening  of the working-day went hand in hand with increasing intensity of factory  labour. Nevertheless the reader will clearly see, that where we have labour,  not carried on by fits and starts, but repeated day after day with unvarying  uniformity, a point must inevitably be reached, where extension of the  working-day and intensity of the labour mutually exclude one another, in  such a way that lengthening of the working-day becomes compatible only  with a lower degree of intensity, and a higher degree of intensity, only  with a shortening of the working-day. So soon as the gradually surging  revolt of the working-class compelled Parliament to shorten compulsorily  the hours of labour, and to begin by imposing a normal working-day on factories  proper, so soon consequently as an increased production of surplus-value  by the prolongation of the working-day was once for all put a stop to,  from that moment capital threw itself with all its might into the production  of relative surplus-value, by hastening on the further improvement of machinery.  At the same time a change took place in the nature of relative surplus-value.  Generally speaking, the mode of producing relative surplus-value consists  in raising the productive power of the workman, so as to enable him to  produce more in a given time with the same expenditure of labour. Labour-time  continues to transmit as before the same value to the total product, but  this unchanged amount of exchange-value is spread over more use-value;  hence the value of each single commodity sinks. Otherwise, however, so  soon as the compulsory shortening of the hours of labour takes place. The  immense impetus it gives the development of productive power, and to economy  in the means of production, imposes on the workman increased expenditure  of labour in a given time, heightened tension of labour-power, and closer  filling up of the pores of the working-day, or condensation of labour to  a degree that is attainable only within the limits of the shortened working-day.  This condensation of a greater mass of labour into a given period thenceforward  counts for what it really is, a greater quantity of labour. In addition  to a measure of its extension, i.e., duration, labour now acquires a measure  of its intensity or of the degree of its condensation or density.  The denser hour of the ten hours’ working-day contains more labour, i.e., expended labour-power than the more porous hour of the twelve hours’ working-day. The product therefore of one of the former hours has as much or more value  than has the product of 1 1/5 of the latter hours. Apart from the increased  yield of relative surplus-value through the heightened productiveness of  labour, the same mass of value is now produced for the capitalist say by  3 1/3 hours of surplus-labour, and 6 2/3 hours of necessary labour, as  was previously produced by four hours of surplus-labour and eight hours  of necessary labour.  ","Machinery
and Modern Industry"
1624,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,We now come to the question: How is the labour intensified?     ,"Machinery
and Modern Industry"
1625,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"The first effect of shortening the working-day results from the  self-evident law, that the efficiency of labour-power is in an inverse  ratio to the duration of its expenditure. Hence, within certain limits  what is lost by shortening the duration is gained by the increasing tension  of labour-power. That the workman moreover really does expend more labour-power,  is ensured by the mode in which the capitalist pays him.  It seemed, however, doubtful whether this effect was produced in the factory proper, where the dependence of the workman  on the continuous and uniform motion of the machinery had already created  the strictest discipline. Hence, when in 1844 the reduction of the working-day  to less than twelve hours was being debated, the masters almost unanimously  declared","Machinery
and Modern Industry"
1626,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “that their overlookers in the different rooms took good care  that the hands lost no time,” that “the extent of vigilance and attention  on the part of the workmen was hardly capable of being increased,” and,  therefore, that the speed of the machinery and other conditions remaining  unaltered, “to expect in a well-managed factory any important result from  increased attention of the workmen was an absurdity.” ","Machinery
and Modern Industry"
1627,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"This assertion was contradicted by experiments.   Mr. Robert Gardner reduced the hours of labour in his two large factories at Preston, on and after  the 20th April, 1844, from twelve to eleven hours a day. The result of  about a year’s working was that “the same amount of product for the same  cost was received, and the workpeople as a whole earned in eleven  hours as much wages as they did before in twelve.”  ","Machinery
and Modern Industry"
1628,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"The shortening of the hours of labour creates, to begin with,  the subjective conditions for the condensation of labour, by enabling the  workman to exert more strength in a given time. So soon as that shortening  becomes compulsory, machinery becomes in the hands of capital the objective  means, systematically employed for squeezing out more labour in a given  time. This is effected in two ways: by increasing the speed of the machinery,  and by giving the workman more machinery to tent. Improved construction  of the machinery is necessary, partly because without it greater pressure  cannot be put on the workman, and partly because the shortened hours of  labour force the capitalist to exercise the strictest watch over the cost  of production. The improvements in the steam-engine have increased the  piston speed, and at the same time have made it possible, by means of a  greater economy of power, to drive with the same or even a smaller consumption  of coal more machinery with the same engine. The improvements in the transmitting  mechanism have lessened friction, and, what so strikingly distinguishes  modern from the older machinery, have reduced the diameter and weight of  the shafting to a constantly decreasing minimum. Finally, the  improvements in the operative machines have, while reducing their size,  increased their speed and efficiency, as in the modern power-loom; or,  while increasing the size of their framework, have also increased the extent  and number of their working parts, as in spinning-mules, or have added  to the speed of these working parts by imperceptible alterations of detail,  such as those which ten years ago increased the speed of the spindles in  self-acting mules by one-fifth.    ","Machinery
and Modern Industry"
1629,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,The reduction of the working-day to 12 hours dates in England  from 1832. In 1836 a manufacturer stated:,"Machinery
and Modern Industry"
1630,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm, “The labour now undergone in  the factories is much greater than it used to be ... compared with thirty  or forty years ago ... owing to the greater attention and activity required  by the greatly increased speed which is given to the machinery.” ,"Machinery
and Modern Industry"
1631,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"In the year 1844, Lord Ashley, now Lord Shaftesbury, made in the House of Commons the following statements, supported by documentary evidence:","Machinery
and Modern Industry"
1632,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “The labour performed by those engaged in the processes of manufacture,  is three times as great as in the beginning of such operations. Machinery  has executed, no doubt, the work that would demand the sinews of millions  of men; but it has also prodigiously multiplied the labour of those who  are governed by its fearful movements.... In 1815, the labour of following  a pair of mules spinning cotton of No. 40 — reckoning 12 hours to the  working-day — involved a necessity of walking 8 miles. In 1832, the distance  travelled in following a pair of mules, spinning cotton yarn of the same  number, was 20 miles, and frequently more. In 1835” (query — 1815 or 1825?)   “the spinner put up daily, on each of these mules, 820 stretches, making  a total of 1,640 stretches in the course of the day. In 1832, the spinner  put up on each mule 2,200 stretches, making a total of 4,400. In 1844,  2,400 stretches, making a total of 4,800; and in some cases the amount  of labour required is even still greater.... I have another document sent  to me in 1842, stating that the labour is progressively increasing – increasing  not only because the distance to be travelled is greater, but because the  quantity of goods produced is multiplied, while the hands are fewer in  proportion than before; and, moreover, because an inferior species of cotton  is now often spun, which it is more difficult to work.... In the carding-room  there has also been a great increase of labour. One person there does the  work formerly divided between two. In the weaving-room, where a vast number  of persons are employed, and principally females ... the labour has increased  within the last few years fully 10 per cent., owing to the increased speed  of the machinery in spinning. In 1838, the number of hanks spun per week  was 18,000, in 1843 it amounted to 21,000. In 1819, the number  of picks in power-loom-weaving per minute was 60 — in 1842 it was 140,  showing a vast increase of labour.”  ","Machinery
and Modern Industry"
1633,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"In the face of this remarkable intensity of labour which had already  been reached in 1844 under the Twelve Hours’ Act, there appeared to be  a justification for the assertion made at that time by the English manufacturers,  that any further progress in that direction was impossible, and therefore  that every further reduction of the hours of labour meant a lessened production.  The apparent correctness of their reasons will be best shown by the following  contemporary statement by Leonard Horner, the factory inspector, their  ever watchful censor.","Machinery
and Modern Industry"
1634,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “Now, as the quantity produced must, in the main, be regulated  by the speed of the machinery, it must be the interest of the mill-owner  to drive it at the utmost rate of speed consistent with these following  conditions, viz., the preservation of the machinery from too rapid deterioration;  the preservation of the quality of the article manufactured; and the capability  of the workman to follow the motion without a greater exertion than he  can sustain for a constancy. One of the most important problems, therefore,  which the owner of a factory has to solve is to find out the maximum speed  at which he can run, with a due regard to the above conditions. It frequently  happens that he finds he has gone too fast, that breakages and bad work  more than counterbalance the increased speed, and that he is obliged to slacken his pace. I therefore concluded, that as an active and intelligent  mill-owner would find out the safe maximum, it would not be possible to  produce as much in eleven hours as in twelve. I further assumed that the  operative paid by piecework, would exert himself to the utmost consistent  with the power of continuing at the same rate.” ","Machinery
and Modern Industry"
1635,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," Horner, therefore, came to the conclusion that a reduction of the working hours below twelve would necessarily diminish production.  He himself, ten years later, cites his opinion of 1845 in proof of how much he under-estimated in that year the elasticity of machinery, and of  man’s labour-power, both of which are simultaneously stretched to an extreme  by the compulsory shortening of the working-day.  ","Machinery
and Modern Industry"
1636,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"We now come to the period that follows the introduction of the  Ten Hours’ Act in 1847 into the English cotton, woollen, silk, and flax  mills.   ","Machinery
and Modern Industry"
1637,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “The speed of the spindles has increased upon throstles 500, and  upon mules 1,000 revolutions a minute, i.e., the speed of the throstle  spindle, which in 1839 was 4,500 times a minute, is now (1862) 5,000; and  of the mule spindle, that was 5,000, is now 6,000 times a minute, amounting  in the former case to one-tenth, and in the second case to one-fifth additional  increase.” ","Machinery
and Modern Industry"
1638,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"James Nasmyth, the eminent civil engineer of Patricroft, near Manchester, explained in a letter to Leonard Horner,  written in 1852, the nature of the improvements in the steam-engine that  had been made between the years 1848 and 1852. After remarking that the  horse-power of steam-engines, being always estimated in the official returns  according to the power of similar engines in 1828,  is only nominal, and can serve only as an index of their real power, he goes on to say:","Machinery
and Modern Industry"
1639,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “I am confident that from the same weight of steam-engine  machinery, we are now obtaining at least 50 per cent. more duty or work  performed on the average, and that in many cases the identical steam-engines  which in the days of the restricted speed of 220 feet per minute, yielded  50 horsepower, are now yielding upwards of 100...” ""The modern steam-engine of 100 horse-power is capable of being driven at a much greater force than  formerly, arising from improvements in its construction, the capacity and  construction of the boilers, &c....” “Although the same number of hands  are employed in proportion to the horse-power as at former periods, there  are fewer hands employed in proportion to the machinery.”  ","Machinery
and Modern Industry"
1640,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm," “The great improvements made in machines of every kind have raised their  productive power very much. Without any doubt, the shortening of the hours  of labour... gave the impulse to these improvements. The latter, combined  with the more intense strain on the workman, have had the effect, that  at least as much is produced in the shortened (by two hours or one-sixth)  working-day as was previously produced during the longer one.”  ","Machinery
and Modern Industry"
1641,https://www.marxists.org/archive/marx/works/1867-c1/ch15.htm,"One fact is sufficient to show how greatly the wealth of the manufacturers  increased along with the more intense exploitation of labour-power. From  1838 to 1850, the average proportional increase in English cotton and other  factories was 32%, while from 1850 to 1856 it amounted to 86%.  ","Machinery
and Modern Industry"
